compound,icsd,sg,sgname,T11,T22,T33,T12,T13,T23,kappaLmin,kappaLmax,type
Co1Mn1Si1,icsd_053006,194,hexagonal,5.64,5.64,5.00,0.00,0.00,0.00,5.00,5.64,ionic
Co1Na1O2,icsd_006152,166,trigonal,28.07,28.07,13.93,0.00,0.00,0.00,13.93,28.07,ionic
Co1Na1O2,icsd_246585,194,hexagonal,14.93,14.93,9.01,0.00,0.00,0.00,9.01,14.93,ionic
Co1Nb2O6,icsd_015854,60,orthorhombic,11.72,11.61,15.34,0.00,0.00,0.00,11.61,15.34,ionic
Co1Nb4Se8,icsd_624305,194,hexagonal,3.76,3.76,2.76,0.00,0.00,0.00,2.76,3.76,ionic
Co1O3Sr1,icsd_108896,11,monoclinic,6.14,4.50,2.46,0.00,2.33,0.00,1.33,7.27,ionic
Co1O3Ti1,icsd_048107,148,trigonal,23.45,23.45,21.21,0.00,0.00,0.00,21.21,23.45,ionic
Co1O4Sr2,icsd_246483,139,tetragonal,5.79,5.79,6.24,0.00,0.00,0.00,5.79,6.24,ionic
Co1S8Ti4,icsd_624872,12,monoclinic,7.72,8.36,5.02,0.00,2.92,0.00,3.17,9.58,ionic
Co2Cs1S2,icsd_622529,139,tetragonal,2.26,2.26,1.30,0.00,0.00,0.00,1.30,2.26,ionic
Co2Cs1Se2,icsd_622533,139,tetragonal,1.24,1.24,1.00,0.00,0.00,0.00,1.00,1.24,ionic
Co2F7K3,icsd_033524,139,tetragonal,2.54,2.54,2.51,0.00,0.00,0.00,2.51,2.55,ionic
Co2Ge2La1,icsd_081750,139,tetragonal,3.36,3.36,2.34,0.00,0.00,0.00,2.34,3.36,ionic
Co2Ge2Sr1,icsd_000407,139,tetragonal,3.10,3.10,1.82,0.00,0.00,0.00,1.82,3.10,ionic
Co2Ge2Y1,icsd_623662,139,tetragonal,3.77,3.77,3.23,0.00,0.00,0.00,3.23,3.77,ionic
Co2Hf1Si2,icsd_623793,139,tetragonal,5.24,5.24,5.49,0.00,0.00,0.00,5.24,5.49,ionic
Co2K1S2,icsd_623956,139,tetragonal,3.03,3.03,1.48,0.00,0.00,0.00,1.48,3.03,ionic
Co2K1Se2,icsd_182838,139,tetragonal,2.08,2.08,1.06,0.00,0.00,0.00,1.06,2.08,ionic
Co2La1P2,icsd_087583,139,tetragonal,3.83,3.83,2.56,0.00,0.00,0.00,2.56,3.83,ionic
Co2La1Si2,icsd_090777,139,tetragonal,5.06,5.06,2.99,0.00,0.00,0.00,2.99,5.06,ionic
Co2La2O5,icsd_051198,62,orthorhombic,3.85,6.36,4.43,0.00,0.00,0.00,3.85,6.36,ionic
Co2Mn3O8,icsd_001979,31,orthorhombic,11.51,13.22,12.30,0.00,0.00,0.00,11.51,13.22,ionic
Co2Mo3O8,icsd_010143,186,hexagonal,12.32,12.32,7.31,0.00,0.00,0.00,7.31,12.32,ionic
Co2O3Rb2,icsd_095833,62,orthorhombic,1.10,1.72,1.24,0.00,0.00,0.00,1.10,1.72,ionic
Co2P2Sr1,icsd_624635,139,tetragonal,4.17,4.17,2.37,0.00,0.00,0.00,2.37,4.17,ionic
Co2Rb1S2,icsd_624795,139,tetragonal,3.46,3.46,1.73,0.00,0.00,0.00,1.73,3.46,ionic
Co2Rb1Se2,icsd_624798,139,tetragonal,1.43,1.43,1.00,0.00,0.00,0.00,1.00,1.43,ionic
Co2S2Tl1,icsd_624879,139,tetragonal,1.16,1.16,0.91,0.00,0.00,0.00,0.91,1.16,ionic
Co2Sc1Si2,icsd_624959,139,tetragonal,6.53,6.53,6.62,0.00,0.00,0.00,6.53,6.62,ionic
Co2Se2Tl1,icsd_095141,139,tetragonal,1.20,1.20,0.52,0.00,0.00,0.00,0.52,1.20,ionic
Co2Si2Y1,icsd_053088,139,tetragonal,6.47,6.47,5.23,0.00,0.00,0.00,5.23,6.47,ionic
Co2Si2Zr1,icsd_625135,139,tetragonal,7.13,7.13,7.07,0.00,0.00,0.00,7.07,7.13,ionic
Co3Cs2S4,icsd_065256,72,orthorhombic,1.84,1.77,1.49,0.00,0.00,0.00,1.49,1.84,ionic
Co3In2S2,icsd_010011,166,trigonal,1.79,1.79,2.34,0.00,0.00,0.00,1.79,2.34,ionic
Co3Rb2S4,icsd_624797,72,orthorhombic,1.73,1.68,1.42,0.00,0.00,0.00,1.42,1.73,ionic
Co3S2Sn2,icsd_173760,166,trigonal,3.37,3.37,4.30,0.00,0.00,0.00,3.37,4.30,ionic
Co3S2Sn2,icsd_624867,166,trigonal,3.37,3.37,4.30,0.00,0.00,0.00,3.37,4.30,ionic
Co5La1P3,icsd_086373,63,orthorhombic,5.15,5.83,4.91,0.00,0.00,0.00,4.91,5.83,ionic
Cr1F4Na1,icsd_037108,14,monoclinic,3.71,4.36,8.62,0.00,0.68,0.00,3.63,8.71,ionic
Cr1Hf1Si2,icsd_626159,55,orthorhombic,3.06,3.07,3.41,0.00,0.00,0.00,3.06,3.41,ionic
Cr1K1O2,icsd_040267,166,trigonal,14.03,14.03,18.23,0.00,0.00,0.00,14.03,18.23,ionic
Cr1K1S2,icsd_042406,166,trigonal,5.33,5.33,8.02,0.00,0.00,0.00,5.33,8.02,ionic
Cr1La1O3,icsd_091270,62,orthorhombic,6.96,9.26,8.63,0.00,0.00,0.00,6.96,9.26,ionic
Cr1La1O3,icsd_173469,62,orthorhombic,4.44,3.61,4.39,0.00,0.00,0.00,3.61,4.44,ionic
Cr1N2W1,icsd_084639,160,trigonal,21.84,21.84,26.72,0.00,0.00,0.00,21.84,26.72,ionic
Cr1Na1O2,icsd_024595,166,trigonal,11.12,11.12,12.25,0.00,0.00,0.00,11.12,12.25,ionic
Cr1Na1S2,icsd_626368,166,trigonal,6.63,6.63,6.45,0.00,0.00,0.00,6.45,6.63,ionic
Cr1Na1Se2,icsd_042392,166,trigonal,5.71,5.71,2.80,0.00,0.00,0.00,2.80,5.72,ionic
Cr1Nb1P1,icsd_053189,62,orthorhombic,5.11,5.24,6.45,0.00,0.00,0.00,5.11,6.45,ionic
Cr1O3Sc1,icsd_085141,62,orthorhombic,13.26,19.92,9.43,0.00,0.00,0.00,9.43,19.92,ionic
Cr1O3Y1,icsd_109352,62,orthorhombic,9.70,10.83,11.13,0.00,0.00,0.00,9.70,11.13,ionic
Cr1O4Sr2,icsd_245595,139,tetragonal,12.06,12.06,7.29,0.00,0.00,0.00,7.29,12.06,ionic
Cr1O5Pb2,icsd_710043,12,monoclinic,2.15,2.05,2.30,0.00,1.14,0.00,1.08,3.37,ionic
Cr1Se2Tl1,icsd_626736,160,trigonal,2.71,2.71,1.70,0.00,0.00,0.00,1.70,2.71,ionic
Cr1Si2Zr1,icsd_020554,55,orthorhombic,4.01,3.95,4.36,0.00,0.00,0.00,3.95,4.36,ionic
Cr1Te2Tl1,icsd_079007,164,trigonal,1.14,1.14,2.10,0.00,0.00,0.00,1.14,2.10,ionic
Cr2Ga1N1,icsd_053124,194,hexagonal,6.04,6.04,6.83,0.00,0.00,0.00,6.04,6.83,ionic
Cr2La3N6,icsd_162677,139,tetragonal,3.74,3.74,4.97,0.00,0.00,0.00,3.74,4.97,ionic
Cr2O4Sr1,icsd_006132,59,orthorhombic,6.85,5.72,5.58,0.00,0.00,0.00,5.58,6.85,ionic
Cr2Si2Y1,icsd_626847,139,tetragonal,4.64,4.64,5.59,0.00,0.00,0.00,4.64,5.59,ionic
Cr3Cs1O8,icsd_155503,62,orthorhombic,1.21,2.81,1.58,0.00,0.00,0.00,1.21,2.81,ionic
Cr3In1O8,icsd_155504,12,monoclinic,14.36,38.95,18.70,0.00,9.93,0.00,6.37,38.95,ionic
Cr3K1O8,icsd_246524,12,monoclinic,2.16,4.42,1.61,0.00,0.90,0.00,0.94,4.42,ionic
Cr3Li1O8,icsd_155851,12,monoclinic,12.57,41.29,3.49,0.00,5.42,0.00,0.95,41.29,ionic
Cr3Na1O8,icsd_082620,12,monoclinic,9.22,36.93,4.03,0.00,2.09,0.00,3.30,36.93,ionic
Cr3O8Rb1,icsd_082622,12,monoclinic,2.02,3.97,1.47,0.00,0.85,0.00,0.86,3.97,ionic
Cr3O8Tl1,icsd_155505,12,monoclinic,1.58,2.93,1.25,0.00,1.09,0.00,0.31,2.93,ionic
Cr3Rb1S5,icsd_073143,12,monoclinic,2.19,2.64,2.51,0.00,1.21,0.00,1.14,3.57,ionic
Cs1Cu3O2,icsd_413342,164,trigonal,0.75,0.75,0.61,0.00,0.00,0.00,0.61,0.75,ionic
Cs1Cu3S2,icsd_023326,164,trigonal,1.46,1.46,1.08,0.00,0.00,0.00,1.08,1.46,ionic
Cs1Cu4S3,icsd_023325,123,tetragonal,1.52,1.52,1.25,0.00,0.00,0.00,1.25,1.52,ionic
Cs1Cu4Se3,icsd_075196,123,tetragonal,1.15,1.15,1.04,0.00,0.00,0.00,1.04,1.15,ionic
Cs1Cu5S3,icsd_094418,51,orthorhombic,1.31,0.86,1.15,0.00,0.00,0.00,0.86,1.31,ionic
Cs1F2Li1,icsd_018020,15,monoclinic,1.35,1.09,1.28,0.00,0.62,0.00,0.70,1.93,ionic
Cs1F3Li2,icsd_245967,139,tetragonal,1.98,1.98,1.65,0.00,0.00,0.00,1.65,1.98,ionic
Cs1F4Fe1,icsd_006043,129,tetragonal,2.03,2.03,1.73,0.00,0.00,0.00,1.73,2.03,ionic
Cs1F4Mn1,icsd_014104,129,tetragonal,1.90,1.90,1.63,0.00,0.00,0.00,1.63,1.91,ionic
Cs1F4Ti1,icsd_027230,129,tetragonal,1.66,1.66,1.35,0.00,0.00,0.00,1.35,1.66,ionic
Cs1F4V1,icsd_167354,59,orthorhombic,1.62,1.63,1.50,0.00,0.00,0.00,1.50,1.63,ionic
Cs1Fe2Sb2,icsd_658698,139,tetragonal,1.04,1.04,0.95,0.00,0.00,0.00,0.95,1.04,ionic
Cs1Ga1Te2,icsd_402613,15,monoclinic,0.78,0.78,0.69,0.00,0.41,0.00,0.33,1.14,ionic
Cs1I2Li1,icsd_245986,36,orthorhombic,0.64,0.65,0.62,0.00,0.00,0.00,0.62,0.65,ionic
Cs1I3Li2,icsd_245988,115,tetragonal,0.65,0.65,0.63,0.00,0.00,0.00,0.63,0.65,ionic
Cs1I4Li3,icsd_245989,6,monoclinic,0.59,0.75,0.73,0.00,0.34,0.00,0.31,1.01,ionic
Cs1In1S2,icsd_415553,15,monoclinic,1.06,1.06,1.01,0.00,0.54,0.00,0.50,1.58,ionic
Cs1In3S5,icsd_412365,10,monoclinic,1.20,1.64,1.34,0.00,0.66,0.00,0.61,1.94,ionic
Cs1In5S8,icsd_040878,12,monoclinic,1.36,1.44,1.20,0.00,0.63,0.00,0.64,1.92,ionic
Cs1La1S2,icsd_073532,166,trigonal,3.21,3.21,2.51,0.00,0.00,0.00,2.51,3.21,ionic
Cs1Na1S1,icsd_041323,129,tetragonal,1.05,1.05,0.85,0.00,0.00,0.00,0.85,1.05,ionic
Cs1Na1Se1,icsd_041322,129,tetragonal,0.85,0.85,0.71,0.00,0.00,0.00,0.71,0.85,ionic
Cs1Na1Te1,icsd_107569,129,tetragonal,0.71,0.71,0.59,0.00,0.00,0.00,0.59,0.71,ionic
Cs1O2Y1,icsd_049652,187,hexagonal,3.27,3.27,2.25,0.00,0.00,0.00,2.25,3.27,ionic
Cs1O8V3,icsd_023976,11,monoclinic,1.12,1.53,1.89,0.00,0.73,0.00,0.67,2.33,ionic
Cs1P3Zn4,icsd_262031,123,tetragonal,1.56,1.56,1.13,0.00,0.00,0.00,1.13,1.56,ionic
Cs1Te8Ti5,icsd_416704,12,monoclinic,1.17,1.34,1.38,0.00,0.62,0.00,0.65,1.90,ionic
Cs2Cu5Se4,icsd_054101,63,orthorhombic,1.13,0.94,1.00,0.00,0.00,0.00,0.94,1.13,ionic
Cs2F3Li1,icsd_245963,36,orthorhombic,0.95,1.06,1.23,0.00,0.00,0.00,0.95,1.23,ionic
Cs2F4Hg1,icsd_072353,139,tetragonal,0.92,0.92,0.99,0.00,0.00,0.00,0.92,0.99,ionic
Cs2F5Li3,icsd_245966,38,orthorhombic,1.59,1.88,1.21,0.00,0.00,0.00,1.21,1.88,ionic
Cs2Ge4Na2,icsd_409262,14,monoclinic,0.86,0.88,0.86,0.00,0.45,0.00,0.41,1.31,ionic
Cs2Hg3I8,icsd_004074,8,monoclinic,0.32,0.35,0.25,0.00,0.17,0.00,0.11,0.46,ionic
Cs2Mn3S4,icsd_041889,72,orthorhombic,1.83,1.81,1.52,0.00,0.00,0.00,1.52,1.83,ionic
Cs2Mn3S4,icsd_065253,72,orthorhombic,1.99,1.83,1.60,0.00,0.00,0.00,1.60,1.99,ionic
Cs2Mn3Se4,icsd_078932,72,orthorhombic,1.42,1.34,1.28,0.00,0.00,0.00,1.28,1.42,ionic
Cs2Mn3Te4,icsd_078933,72,orthorhombic,1.03,1.06,0.93,0.00,0.00,0.00,0.93,1.06,ionic
Cs2Ni3S4,icsd_063010,194,hexagonal,1.12,1.12,0.65,0.00,0.00,0.00,0.65,1.12,ionic
Cs2O9V4,icsd_079408,84,tetragonal,1.73,1.73,0.98,0.00,0.00,0.00,0.98,1.73,ionic
Cs2Pd3Se4,icsd_033892,69,orthorhombic,0.66,0.41,0.73,0.00,0.00,0.00,0.41,0.73,ionic
Cs2Pd3Se4,icsd_041884,12,monoclinic,0.73,0.41,0.66,0.00,0.38,0.00,0.32,1.08,ionic
Cs2Pt3S4,icsd_026266,69,orthorhombic,0.75,0.41,0.84,0.00,0.00,0.00,0.41,0.84,ionic
Cs2Pt3Se4,icsd_033893,69,orthorhombic,0.64,0.36,0.69,0.00,0.00,0.00,0.36,0.69,ionic
Cs2Pt4Se6,icsd_069440,166,trigonal,0.94,0.94,0.54,0.00,0.00,0.00,0.54,0.95,ionic
Cs2S4Zn3,icsd_053242,72,orthorhombic,1.26,1.28,1.10,0.00,0.00,0.00,1.10,1.28,ionic
Cs2S8Sb4,icsd_067976,2,triclinic,0.99,0.87,0.64,0.43,0.53,0.00,0.16,1.56,ionic
Cs3Cu5O4,icsd_094388,14,monoclinic,1.11,0.89,1.00,0.00,0.54,0.00,0.52,1.59,ionic
Cs3Cu8Se6,icsd_014012,12,monoclinic,1.00,1.15,1.00,0.00,0.56,0.00,0.44,1.56,ionic
Cu1F4K2,icsd_031688,139,tetragonal,1.26,1.26,2.24,0.00,0.00,0.00,1.26,2.24,ionic
Cu1F4K2,icsd_038426,64,orthorhombic,1.85,1.88,1.83,0.00,0.00,0.00,1.83,1.88,ionic
Cu1F4K2,icsd_056884,140,tetragonal,1.83,1.83,1.83,0.00,0.00,0.00,1.83,1.83,ionic
Cu1F6Sr2,icsd_026106,117,tetragonal,2.61,2.61,2.83,0.00,0.00,0.00,2.61,2.83,ionic
Cu1Fe1S2,icsd_027653,111,tetragonal,19.04,19.04,14.89,0.00,0.00,0.00,14.89,19.04,ionic
Cu1Ge2Hf1,icsd_627688,129,tetragonal,2.84,2.84,2.28,0.00,0.00,0.00,2.28,2.84,ionic
Cu1Ge2La1,icsd_627707,63,orthorhombic,1.92,2.05,1.79,0.00,0.00,0.00,1.79,2.05,ionic
Cu1Ge2Zr1,icsd_627883,129,tetragonal,2.95,2.95,2.83,0.00,0.00,0.00,2.83,2.95,ionic
Cu1Ge4Hf2,icsd_030733,63,orthorhombic,2.34,1.90,2.23,0.00,0.00,0.00,1.90,2.34,ionic
Cu1Ge4Zr2,icsd_084200,63,orthorhombic,2.93,2.51,3.09,0.00,0.00,0.00,2.51,3.09,ionic
Cu1Ge6La2,icsd_627710,38,orthorhombic,1.82,2.33,2.36,0.00,0.00,0.00,1.82,2.36,ionic
Cu1Ge6Y2,icsd_627877,38,orthorhombic,2.03,2.19,2.65,0.00,0.00,0.00,2.03,2.65,ionic
Cu1Hf2Sb3,icsd_093243,115,tetragonal,2.62,2.62,2.90,0.00,0.00,0.00,2.62,2.90,ionic
Cu1K1Se1,icsd_012157,194,hexagonal,1.87,1.87,1.08,0.00,0.00,0.00,1.08,1.87,ionic
Cu1K1Te1,icsd_012158,194,hexagonal,1.50,1.50,0.84,0.00,0.00,0.00,0.84,1.50,ionic
Cu1La1S2,icsd_415078,14,monoclinic,2.45,3.42,2.69,0.00,1.20,0.00,1.37,3.77,ionic
Cu1La1Sb2,icsd_658225,129,tetragonal,1.77,1.77,1.32,0.00,0.00,0.00,1.32,1.77,ionic
Cu1La1Se2,icsd_628251,14,monoclinic,1.70,1.96,2.38,1.00,0.00,0.00,0.83,2.83,ionic
Cu1La1Si1,icsd_084207,194,hexagonal,2.60,2.60,2.31,0.00,0.00,0.00,2.31,2.60,ionic
Cu1La1Sn1,icsd_152856,186,hexagonal,2.15,2.15,1.53,0.00,0.00,0.00,1.53,2.15,ionic
Cu1La1Sn1,icsd_416545,194,hexagonal,2.18,2.18,1.54,0.00,0.00,0.00,1.54,2.18,ionic
Cu1La2O4,icsd_071795,64,orthorhombic,5.02,5.72,3.09,0.00,0.00,0.00,3.09,5.72,ionic
Cu1La2O4,icsd_072237,64,orthorhombic,5.90,3.42,6.84,0.00,0.00,0.00,3.42,6.84,ionic
Cu1La2O4,icsd_073913,139,tetragonal,6.78,6.78,6.53,0.00,0.00,0.00,6.53,6.78,ionic
Cu1La2O4,icsd_081152,65,orthorhombic,13.84,13.73,17.05,0.00,0.00,0.00,13.73,17.05,ionic
Cu1La2O4,icsd_173892,69,orthorhombic,13.73,13.84,17.06,0.00,0.00,0.00,13.73,17.06,ionic
Cu1La2O4,icsd_261659,139,tetragonal,7.06,7.06,6.80,0.00,0.00,0.00,6.80,7.06,ionic
Cu1Li2P1,icsd_240250,194,hexagonal,3.47,3.47,2.54,0.00,0.00,0.00,2.54,3.47,ionic
Cu1Na1Se1,icsd_012155,129,tetragonal,1.52,1.52,1.37,0.00,0.00,0.00,1.37,1.52,ionic
Cu1Na1Te1,icsd_012156,129,tetragonal,1.17,1.17,1.01,0.00,0.00,0.00,1.01,1.17,ionic
Cu1Nb2O6,icsd_074424,60,orthorhombic,9.81,14.30,9.37,0.00,0.00,0.00,9.37,14.30,ionic
Cu1O2Sr1,icsd_077293,63,orthorhombic,3.24,10.09,8.30,0.00,0.00,0.00,3.24,10.09,ionic
Cu1O3V1,icsd_019046,148,trigonal,20.27,20.27,8.02,0.00,0.00,0.00,8.02,20.28,ionic
Cu1P1Sr1,icsd_053323,194,hexagonal,3.26,3.26,2.20,0.00,0.00,0.00,2.20,3.26,ionic
Cu1P2Y1,icsd_095177,67,orthorhombic,3.93,3.93,3.44,0.00,0.00,0.00,3.44,3.93,ionic
Cu1S2Sc1,icsd_015298,156,trigonal,15.07,15.07,13.21,0.00,0.00,0.00,13.21,15.07,ionic
Cu1S2Y1,icsd_092458,62,orthorhombic,3.48,3.66,4.05,0.00,0.00,0.00,3.48,4.05,ionic
Cu1Sb1Sr1,icsd_053339,194,hexagonal,1.48,1.48,1.28,0.00,0.00,0.00,1.28,1.48,ionic
Cu1Sb2Y1,icsd_153572,129,tetragonal,2.11,2.11,1.38,0.00,0.00,0.00,1.38,2.11,ionic
Cu1Sb3Ti2,icsd_093241,115,tetragonal,2.97,2.97,3.36,0.00,0.00,0.00,2.97,3.36,ionic
Cu1Sb3Zr2,icsd_093242,115,tetragonal,3.10,3.10,3.10,0.00,0.00,0.00,3.10,3.10,ionic
Cu1Sc1Sn1,icsd_416543,186,hexagonal,3.12,3.12,2.68,0.00,0.00,0.00,2.68,3.12,ionic
Cu1Sc1Sn1,icsd_629024,194,hexagonal,2.77,2.77,1.94,0.00,0.00,0.00,1.94,2.77,ionic
Cu1Si1Y1,icsd_030772,194,hexagonal,4.29,4.29,2.69,0.00,0.00,0.00,2.69,4.29,ionic
Cu1Sn1Ti1,icsd_109454,194,hexagonal,2.46,2.46,2.25,0.00,0.00,0.00,2.25,2.46,ionic
Cu1Sn1Y1,icsd_416544,186,hexagonal,2.71,2.71,2.08,0.00,0.00,0.00,2.08,2.71,ionic
Cu1Sn1Y1,icsd_600998,194,hexagonal,2.13,2.13,1.72,0.00,0.00,0.00,1.72,2.13,ionic
Cu1Sn2Sr1,icsd_103110,63,orthorhombic,1.32,1.42,1.57,0.00,0.00,0.00,1.32,1.57,ionic
Cu2F7K3,icsd_015373,139,tetragonal,1.94,1.94,2.23,0.00,0.00,0.00,1.94,2.23,ionic
Cu2Ge2La1,icsd_081756,139,tetragonal,2.12,2.12,2.23,0.00,0.00,0.00,2.12,2.23,ionic
Cu2Ge2Sr1,icsd_627840,139,tetragonal,1.90,1.90,1.90,0.00,0.00,0.00,1.90,1.90,ionic
Cu2Ge2Y1,icsd_052764,139,tetragonal,2.22,2.22,1.76,0.00,0.00,0.00,1.76,2.22,ionic
Cu2Hf1P2,icsd_053287,164,trigonal,8.73,8.73,7.97,0.00,0.00,0.00,7.97,8.73,ionic
Cu2I3Rb1,icsd_065250,63,orthorhombic,0.60,0.50,0.67,0.00,0.00,0.00,0.50,0.67,ionic
Cu2K1Se2,icsd_098403,69,orthorhombic,1.07,1.08,0.95,0.00,0.00,0.00,0.95,1.08,ionic
Cu2La1Si2,icsd_628270,139,tetragonal,3.09,3.09,3.10,0.00,0.00,0.00,3.09,3.10,ionic
Cu2La1Sn2,icsd_103041,129,tetragonal,1.65,1.65,1.51,0.00,0.00,0.00,1.51,1.65,ionic
Cu2Li1O2,icsd_069051,137,tetragonal,3.61,3.61,3.14,0.00,0.00,0.00,3.14,3.61,ionic
Cu2Li1P2,icsd_181810,139,tetragonal,2.50,2.50,4.01,0.00,0.00,0.00,2.50,4.01,ionic
Cu2Mg1O3,icsd_004202,59,orthorhombic,12.83,5.47,3.99,0.00,0.00,0.00,3.99,12.83,ionic
Cu2Mn3O8,icsd_000971,12,monoclinic,6.34,17.44,12.40,0.00,3.47,0.00,4.76,17.44,ionic
Cu2Na1O2,icsd_067558,62,orthorhombic,3.52,5.64,2.40,0.00,0.00,0.00,2.40,5.64,ionic
Cu2O2Sr1,icsd_025002,141,tetragonal,4.78,4.78,15.24,0.00,0.00,0.00,4.78,15.24,ionic
Cu2O3Sr1,icsd_099041,65,orthorhombic,14.70,17.55,3.58,0.00,0.00,0.00,3.58,17.55,ionic
Cu2O3Sr1,icsd_099042,59,orthorhombic,39.12,46.99,7.56,0.00,0.00,0.00,7.56,46.99,ionic
Cu2P1Ti1,icsd_035419,141,tetragonal,3.41,3.41,3.42,0.00,0.00,0.00,3.41,3.42,ionic
Cu2P2Zr1,icsd_035585,164,trigonal,15.61,15.61,13.36,0.00,0.00,0.00,13.36,15.61,ionic
Cu2S2Tl1,icsd_040495,139,tetragonal,1.31,1.31,1.00,0.00,0.00,0.00,1.00,1.31,ionic
Cu2S2Y1,icsd_628962,147,trigonal,3.86,3.86,4.24,0.00,0.00,0.00,3.86,4.24,ionic
Cu2Sc1Si2,icsd_060379,139,tetragonal,3.69,3.69,4.68,0.00,0.00,0.00,3.69,4.68,ionic
Cu2Se2Tl1,icsd_629124,139,tetragonal,0.84,0.84,0.83,0.00,0.00,0.00,0.83,0.84,ionic
Cu2Si2Sr1,icsd_025313,139,tetragonal,2.94,2.94,2.96,0.00,0.00,0.00,2.94,2.96,ionic
Cu2Si2Y1,icsd_023551,139,tetragonal,4.01,4.01,3.82,0.00,0.00,0.00,3.82,4.01,ionic
Cu2Sn2Sr1,icsd_182102,12,monoclinic,1.68,1.90,2.12,0.00,0.54,0.00,1.32,2.49,ionic
Cu2Te2Tl1,icsd_629346,139,tetragonal,0.88,0.88,0.83,0.00,0.00,0.00,0.83,0.88,ionic
Cu3K1S2,icsd_100001,12,monoclinic,1.59,1.57,1.31,0.00,0.88,0.00,0.55,2.34,ionic
Cu3K1Te2,icsd_100830,12,monoclinic,0.96,1.04,0.82,0.00,0.46,0.00,0.42,1.36,ionic
Cu3K3P2,icsd_012163,166,trigonal,1.19,1.19,1.31,0.00,0.00,0.00,1.19,1.31,ionic
Cu3Na1Te2,icsd_060860,160,trigonal,1.15,1.15,0.92,0.00,0.00,0.00,0.92,1.15,ionic
Cu3Rb1S2,icsd_409646,12,monoclinic,1.44,1.43,1.25,0.00,0.79,0.00,0.55,2.14,ionic
Cu3S2Tl1,icsd_023290,12,monoclinic,1.13,1.12,0.89,0.00,0.60,0.00,0.40,1.62,ionic
Cu3S8V4,icsd_100053,8,monoclinic,4.94,6.43,4.98,2.66,0.00,0.00,2.92,8.44,ionic
Cu3Se2Tl1,icsd_068524,12,monoclinic,0.96,0.99,0.82,0.00,0.51,0.00,0.38,1.40,ionic
Cu4K1S3,icsd_602356,123,tetragonal,1.74,1.74,1.27,0.00,0.00,0.00,1.27,1.74,ionic
Cu4K1Se3,icsd_280072,123,tetragonal,1.23,1.23,1.08,0.00,0.00,0.00,1.08,1.23,ionic
Cu4K1Se3,icsd_628205,123,tetragonal,1.21,1.21,1.08,0.00,0.00,0.00,1.08,1.21,ionic
Cu4Na1S4,icsd_081306,164,trigonal,3.07,3.07,2.09,0.00,0.00,0.00,2.09,3.07,ionic
Cu4Na1Sb2,icsd_059206,166,trigonal,1.38,1.38,0.79,0.00,0.00,0.00,0.79,1.38,ionic
Cu4Na2S3,icsd_100829,12,monoclinic,1.48,1.91,1.68,0.00,0.69,0.00,0.88,2.28,ionic
Cu4Rb1S3,icsd_628758,123,tetragonal,1.63,1.63,1.34,0.00,0.00,0.00,1.34,1.63,ionic
Cu4Rb1Se3,icsd_628760,123,tetragonal,1.16,1.16,1.03,0.00,0.00,0.00,1.03,1.16,ionic
Cu4S3Tl1,icsd_032607,123,tetragonal,1.33,1.33,1.07,0.00,0.00,0.00,1.07,1.33,ionic
Cu4Se3Tl1,icsd_629128,123,tetragonal,0.97,0.97,0.88,0.00,0.00,0.00,0.88,0.97,ionic
Cu5K2Te5,icsd_071204,63,orthorhombic,1.06,0.87,1.03,0.00,0.00,0.00,0.87,1.06,ionic
Cu6S4Tl1,icsd_108795,139,tetragonal,1.27,1.27,1.15,0.00,0.00,0.00,1.15,1.27,ionic
Cu8K3S6,icsd_010054,12,monoclinic,1.34,1.64,1.27,0.00,0.85,0.00,0.46,2.15,ionic
Cu8K3Se6,icsd_085729,12,monoclinic,1.11,1.30,1.09,0.00,0.66,0.00,0.44,1.76,ionic
Cu8Rb3S6,icsd_010055,12,monoclinic,1.23,1.52,1.21,0.00,0.73,0.00,0.50,1.95,ionic
Cu8Rb3Se6,icsd_014011,12,monoclinic,1.05,1.21,1.05,0.00,0.60,0.00,0.45,1.65,ionic
F1In1O1,icsd_002521,70,orthorhombic,14.51,16.25,10.90,0.00,0.00,0.00,10.90,16.25,ionic
F1La1O1,icsd_076427,129,tetragonal,3.41,3.41,3.27,0.00,0.00,0.00,3.27,3.41,ionic
F1La1S1,icsd_031938,129,tetragonal,2.65,2.65,2.30,0.00,0.00,0.00,2.30,2.65,ionic
F1La1Se1,icsd_021010,194,hexagonal,2.74,2.74,2.04,0.00,0.00,0.00,2.04,2.74,ionic
F1O1Sc1,icsd_100563,14,monoclinic,11.22,10.81,9.55,0.00,7.61,0.00,2.75,18.02,ionic
F1O1Y1,icsd_076426,129,tetragonal,5.90,5.90,6.64,0.00,0.00,0.00,5.90,6.64,ionic
F1S1Y1,icsd_087130,129,tetragonal,4.15,4.15,3.64,0.00,0.00,0.00,3.64,4.15,ionic
F2Li1Rb1,icsd_018019,15,monoclinic,1.63,1.44,1.58,0.00,0.74,0.00,0.86,2.35,ionic
F3I1Sn2,icsd_002419,20,orthorhombic,0.56,0.93,0.79,0.00,0.00,0.00,0.56,0.93,ionic
F3Mg1Na1,icsd_156157,63,orthorhombic,7.52,4.03,6.61,0.00,0.00,0.00,4.03,7.52,ionic
F3Mg1Na1,icsd_156158,36,orthorhombic,8.43,4.37,7.39,0.00,0.00,0.00,4.37,8.43,ionic
